mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.0126749674479165,0.26320611661310606,0.034084320068359375,0.0014781798597791886,5,50,"{'max_depth': 5, 'n_estimators': 50}",-693382.3852959177,-264002.6549355673,-220129.7399161414,-392504.9267158755,213505.10060927385,2
6.353393793106079,0.04031316960314864,0.06317957242329915,0.01802696201651813,5,100,"{'max_depth': 5, 'n_estimators': 100}",-692310.3577225326,-264457.1576841744,-220159.2407412977,-392308.91871600156,212902.51903294696,1
5.960078159968059,0.3982211595581868,0.058527072270711265,0.009189707276791142,10,50,"{'max_depth': 10, 'n_estimators': 50}",-701160.3223372402,-276654.47694605315,-224011.00659966515,-400608.60196098615,213606.08013876423,3
10.192641337712606,0.5058441060255006,0.10457730293273926,0.011604119117612768,10,100,"{'max_depth': 10, 'n_estimators': 100}",-700321.6348452684,-278085.86774750723,-224319.78069736337,-400909.0944300464,212851.43496124813,4
